Date,Host Country,Refugees In,Refugees Out,Internally Displaced Persons (IDPs),Source
2022-07-24,Germany,948,132,2932,Simulated
2022-07-24,Romania,950,322,8489,Simulated
2022-07-24,Moldova,664,392,1626,Simulated
2022-07-25,Poland,158,4,5016,Simulated
2022-07-25,Germany,849,286,9692,Simulated
2022-07-25,Romania,837,441,5744,Simulated
2022-07-25,Moldova,962,433,3306,Simulated
2022-07-26,Poland,619,28,5099,Simulated
2022-07-26,Germany,827,384,8057,Simulated
2022-07-26,Romania,523,100,7996,Simulated
2022-07-26,Moldova,304,292,6715,Simulated
2022-07-27,Poland,280,462,9352,Simulated
2022-07-27,Germany,445,21,4761,Simulated
2022-07-27,Romania,116,235,7856,Simulated
2022-07-27,Moldova,961,297,1126,Simulated
2022-07-28,Poland,635,121,84,Simulated
2022-07-28,Germany,204,266,2362,Simulated
2022-07-28,Romania,599,185,6791,Simulated
2022-07-28,Moldova,506,195,9309,Simulated
2022-07-29,Poland,110,486,4167,Simulated
2022-07-29,Germany,946,408,5431,Simulated
2022-07-29,Romania,255,459,6240,Simulated
2022-07-29,Moldova,916,435,2605,Simulated
2022-07-30,Poland,562,469,5854,Simulated
2022-07-30,Germany,194,402,9075,Simulated
2022-07-30,Romania,710,78,5267,Simulated
2022-07-30,Moldova,973,24,5848,Simulated
2022-07-31,Poland,621,233,6748,Simulated
2022-07-31,Germany,589,292,4012,Simulated
2022-07-31,Romania,470,362,4575,Simulated
2022-07-31,Moldova,146,94,209,Simulated
2022-08-01,Poland,168,371,8388,Simulated
2022-08-01,Germany,466,65,3336,Simulated
2022-08-01,Romania,959,220,7459,Simulated
2022-08-01,Moldova,658,76,6023,Simulated
2022-08-02,Poland,495,73,7943,Simulated
2022-08-02,Germany,317,226,1101,Simulated
2022-08-02,Romania,861,20,4471,Simulated
2022-08-02,Moldova,475,19,736,Simulated
2022-08-03,Poland,125,122,968,Simulated
2022-08-03,Germany,491,202,3693,Simulated
2022-08-03,Romania,463,338,4789,Simulated
2022-08-03,Moldova,710,58,8858,Simulated
2022-08-04,Poland,190,206,6880,Simulated
2022-08-04,Germany,915,19,2259,Simulated
2022-08-04,Romania,395,274,5501,Simulated
2022-08-04,Moldova,803,161,5589,Simulated
2022-08-05,Poland,600,142,5267,Simulated
2022-08-05,Germany,137,169,8434,Simulated
2022-08-05,Romania,265,332,4216,Simulated
2022-08-05,Moldova,474,71,2790,Simulated
2022-08-06,Poland,316,139,2089,Simulated
2022-08-06,Germany,953,262,6961,Simulated
2022-08-06,Romania,822,309,3032,Simulated
2022-08-06,Moldova,188,193,3132,Simulated
2022-08-07,Poland,906,332,2539,Simulated
2022-08-07,Germany,254,239,133,Simulated
2022-08-07,Romania,112,406,7221,Simulated
2022-08-07,Moldova,346,22,1105,Simulated
2022-08-08,Poland,476,12,7639,Simulated
2022-08-08,Germany,347,347,7248,Simulated
2022-08-08,Romania,881,355,2308,Simulated
2022-08-08,Moldova,551,354,6732,Simulated
2022-08-09,Poland,842,120,8934,Simulated
2022-08-09,Germany,318,125,9292,Simulated
2022-08-09,Romania,630,214,9858,Simulated
2022-08-09,Moldova,867,400,9048,Simulated
2022-08-10,Poland,352,122,5715,Simulated
2022-08-10,Germany,281,412,4969,Simulated
2022-08-10,Romania,777,85,3385,Simulated
2022-08-10,Moldova,511,466,6873,Simulated
2022-08-11,Poland,173,150,6082,Simulated
2022-08-11,Germany,252,215,5146,Simulated
2022-08-11,Romania,439,387,2497,Simulated
2022-08-11,Moldova,311,363,3301,Simulated
2022-08-12,Poland,219,281,7214,Simulated
2022-08-12,Germany,973,168,8500,Simulated
2022-08-12,Romania,147,85,3886,Simulated
2022-08-12,Moldova,102,31,671,Simulated
2022-08-13,Poland,928,302,6124,Simulated
2022-08-13,Germany,117,423,7376,Simulated
2022-08-13,Romania,166,115,7858,Simulated
2022-08-13,Moldova,814,286,2162,Simulated
2022-08-14,Poland,222,270,476,Simulated
2022-08-14,Germany,666,270,7771,Simulated
2022-08-14,Romania,536,225,2208,Simulated
2022-08-14,Moldova,386,39,4156,Simulated
2022-08-15,Poland,790,56,4626,Simulated
2022-08-15,Germany,898,386,8311,Simulated
2022-08-15,Romania,395,441,8465,Simulated
2022-08-15,Moldova,737,283,8853,Simulated
2022-08-16,Poland,366,386,6133,Simulated
2022-08-16,Germany,398,233,7166,Simulated
2022-08-16,Romania,226,90,3393,Simulated
2022-08-16,Moldova,594,478,5853,Simulated
2022-08-17,Poland,458,358,8757,Simulated
2022-08-17,Germany,316,95,5999,Simulated
2022-08-17,Romania,644,369,6252,Simulated
2022-08-17,Moldova,144,302,1827,Simulated
2022-08-18,Poland,795,283,4419,Simulated
2022-08-18,Germany,601,28,1203,Simulated
2022-08-18,Romania,697,457,4833,Simulated
2022-08-18,Moldova,884,137,5487,Simulated
2022-08-19,Poland,777,203,9699,Simulated
2022-08-19,Germany,155,261,9517,Simulated
2022-08-19,Romania,445,218,5760,Simulated
2022-08-19,Moldova,819,202,8548,Simulated
2022-08-20,Poland,982,384,4458,Simulated
2022-08-20,Germany,838,349,9315,Simulated
2022-08-20,Romania,556,47,604,Simulated
2022-08-20,Moldova,388,159,4862,Simulated
2022-08-21,Poland,512,344,9713,Simulated
2022-08-21,Germany,870,385,7787,Simulated
2022-08-21,Romania,196,428,7743,Simulated
2022-08-21,Moldova,391,213,8244,Simulated
2022-08-22,Poland,943,0,4760,Simulated
2022-08-22,Germany,798,371,1616,Simulated
2022-08-22,Romania,850,216,2853,Simulated
2022-08-22,Moldova,929,304,7021,Simulated
2022-08-23,Poland,252,347,7181,Simulated
2022-08-23,Germany,827,201,9078,Simulated
2022-08-23,Romania,732,226,199,Simulated
2022-08-23,Moldova,449,22,716,Simulated
2022-08-24,Poland,331,138,8891,Simulated
2022-08-24,Germany,352,400,6745,Simulated
2022-08-24,Romania,105,276,3526,Simulated
2022-08-24,Moldova,414,162,1190,Simulated
2022-08-25,Poland,634,296,4520,Simulated
2022-08-25,Germany,294,226,8887,Simulated
2022-08-25,Romania,962,85,2249,Simulated
2022-08-25,Moldova,714,260,7072,Simulated
2022-08-26,Poland,599,117,5223,Simulated
2022-08-26,Germany,820,417,7200,Simulated
2022-08-26,Romania,196,467,6094,Simulated
2022-08-26,Moldova,445,245,4202,Simulated
2022-08-27,Poland,993,422,9619,Simulated
2022-08-27,Germany,252,204,8066,Simulated
2022-08-27,Romania,261,468,2705,Simulated
2022-08-27,Moldova,806,444,5981,Simulated
2022-08-28,Poland,290,478,8968,Simulated
2022-08-28,Germany,651,219,3866,Simulated
2022-08-28,Romania,125,338,8858,Simulated
2022-08-28,Moldova,123,349,2226,Simulated
2022-08-29,Poland,210,421,6022,Simulated
2022-08-29,Germany,212,110,423,Simulated
2022-08-29,Romania,168,157,4685,Simulated
2022-08-29,Moldova,139,99,4968,Simulated
2022-08-30,Poland,151,256,2217,Simulated
2022-08-30,Germany,1000,17,2077,Simulated
2022-08-30,Romania,685,471,4402,Simulated
2022-08-30,Moldova,320,77,9639,Simulated
2022-08-31,Poland,309,348,3063,Simulated
2022-08-31,Germany,732,285,5090,Simulated
2022-08-31,Romania,684,53,504,Simulated
2022-08-31,Moldova,605,11,6007,Simulated
2022-09-01,Poland,607,248,8809,Simulated
2022-09-01,Germany,104,403,5333,Simulated
2022-09-01,Romania,983,227,7888,Simulated
2022-09-01,Moldova,356,238,2983,Simulated
2022-09-02,Poland,742,173,3533,Simulated
2022-09-02,Germany,837,246,2445,Simulated
2022-09-02,Romania,721,376,6743,Simulated
2022-09-02,Moldova,162,449,4708,Simulated
2022-09-03,Poland,193,10,5553,Simulated
2022-09-03,Germany,693,443,9692,Simulated
2022-09-03,Romania,406,140,8233,Simulated
2022-09-03,Moldova,443,222,9727,Simulated
2022-09-04,Poland,813,367,1690,Simulated
2022-09-04,Germany,362,79,4352,Simulated
2022-09-04,Romania,940,84,6283,Simulated
2022-09-04,Moldova,602,197,6303,Simulated
2022-09-05,Poland,243,368,4332,Simulated
2022-09-05,Germany,350,148,7109,Simulated
2022-09-05,Romania,445,163,2164,Simulated
2022-09-05,Moldova,951,437,4572,Simulated
2022-09-06,Poland,154,283,7843,Simulated
2022-09-06,Germany,926,224,3672,Simulated
2022-09-06,Romania,942,136,2956,Simulated
2022-09-06,Moldova,324,349,1064,Simulated
2022-09-07,Poland,830,413,3794,Simulated
2022-09-07,Germany,234,93,7178,Simulated
2022-09-07,Romania,879,312,6103,Simulated
2022-09-07,Moldova,828,41,9496,Simulated
2022-09-08,Poland,106,229,7818,Simulated
2022-09-08,Germany,649,139,5054,Simulated
2022-09-08,Romania,499,131,6941,Simulated
2022-09-08,Moldova,260,486,7276,Simulated
2022-09-09,Poland,756,117,3694,Simulated
2022-09-09,Germany,258,36,5114,Simulated
2022-09-09,Romania,129,322,2621,Simulated
2022-09-09,Moldova,768,25,9403,Simulated
2022-09-10,Poland,911,107,384,Simulated
2022-09-10,Germany,850,137,8191,Simulated
2022-09-10,Romania,732,384,7182,Simulated
2022-09-10,Moldova,925,404,6962,Simulated
2022-09-11,Poland,337,308,3711,Simulated
2022-09-11,Germany,991,74,8014,Simulated
2022-09-11,Romania,146,268,3026,Simulated
2022-09-11,Moldova,782,285,7221,Simulated
2022-09-12,Poland,932,145,8783,Simulated
2022-09-12,Germany,454,187,9161,Simulated
2022-09-12,Romania,713,235,9052,Simulated
2022-09-12,Moldova,976,461,6624,Simulated
2022-09-13,Poland,470,459,9707,Simulated
2022-09-13,Germany,334,376,157,Simulated
2022-09-13,Romania,769,432,42,Simulated
2022-09-13,Moldova,380,286,2104,Simulated
2022-09-14,Poland,246,359,1964,Simulated
2022-09-14,Germany,975,398,5311,Simulated
2022-09-14,Romania,295,93,1662,Simulated
2022-09-14,Moldova,857,188,2146,Simulated
2022-09-15,Poland,118,386,2662,Simulated
2022-09-15,Germany,607,142,607,Simulated
2022-09-15,Romania,212,257,3280,Simulated
2022-09-15,Moldova,872,252,9797,Simulated
2022-09-16,Poland,293,207,7552,Simulated
2022-09-16,Germany,940,283,2249,Simulated
2022-09-16,Romania,510,398,4870,Simulated
2022-09-16,Moldova,230,280,4030,Simulated
2022-09-17,Poland,425,139,7773,Simulated
2022-09-17,Germany,100,486,1688,Simulated
2022-09-17,Romania,246,439,7492,Simulated
2022-09-17,Moldova,238,140,4018,Simulated
2022-09-18,Poland,793,14,4901,Simulated
2022-09-18,Germany,740,76,9906,Simulated
2022-09-18,Romania,935,338,4395,Simulated
2022-09-18,Moldova,865,405,5934,Simulated
2022-09-19,Poland,378,319,3988,Simulated
2022-09-19,Germany,388,308,2695,Simulated
2022-09-19,Romania,267,169,6672,Simulated
2022-09-19,Moldova,110,77,6352,Simulated
2022-09-20,Poland,215,425,5278,Simulated
2022-09-20,Germany,732,423,4563,Simulated
2022-09-20,Romania,127,237,5488,Simulated
2022-09-20,Moldova,1000,415,2353,Simulated
2022-09-21,Poland,411,178,1410,Simulated
2022-09-21,Germany,902,371,1214,Simulated
2022-09-21,Romania,310,500,6956,Simulated
2022-09-21,Moldova,316,202,5006,Simulated
2022-09-22,Poland,963,490,3443,Simulated
2022-09-22,Germany,371,103,2905,Simulated
2022-09-22,Romania,260,491,1625,Simulated
2022-09-22,Moldova,692,114,8503,Simulated
2022-09-23,Poland,908,169,4629,Simulated
2022-09-23,Germany,290,5,9270,Simulated
2022-09-23,Romania,120,345,3527,Simulated
2022-09-23,Moldova,330,270,7009,Simulated
2022-09-24,Poland,690,270,1310,Simulated
2022-09-24,Germany,414,141,4380,Simulated
2022-09-24,Romania,543,266,8029,Simulated
2022-09-24,Moldova,128,419,1067,Simulated
2022-09-25,Poland,154,130,5466,Simulated
2022-09-25,Germany,570,277,302,Simulated
2022-09-25,Romania,274,282,1877,Simulated
2022-09-25,Moldova,945,222,3648,Simulated
2022-09-26,Poland,581,138,8090,Simulated
2022-09-26,Germany,193,5,7231,Simulated
2022-09-26,Romania,919,471,5534,Simulated
2022-09-26,Moldova,586,494,6760,Simulated
2022-09-27,Poland,231,77,8090,Simulated
2022-09-27,Germany,356,160,2124,Simulated
2022-09-27,Romania,435,394,1671,Simulated
2022-09-27,Moldova,944,323,2874,Simulated
2022-09-28,Poland,404,336,7922,Simulated
2022-09-28,Germany,742,217,4269,Simulated
2022-09-28,Romania,911,430,4974,Simulated
2022-09-28,Moldova,287,487,4655,Simulated
2022-09-29,Poland,676,361,2547,Simulated
2022-09-29,Germany,435,163,2277,Simulated
2022-09-29,Romania,934,156,3916,Simulated
2022-09-29,Moldova,324,298,4470,Simulated
2022-09-30,Poland,511,270,4150,Simulated
2022-09-30,Germany,208,155,4174,Simulated
2022-09-30,Romania,290,277,3419,Simulated
2022-09-30,Moldova,162,47,387,Simulated
2022-10-01,Poland,330,55,5302,Simulated
2022-10-01,Germany,363,246,3829,Simulated
2022-10-01,Romania,951,497,1421,Simulated
2022-10-01,Moldova,622,133,5423,Simulated
2022-10-02,Poland,912,83,5659,Simulated
2022-10-02,Germany,169,107,3673,Simulated
2022-10-02,Romania,704,161,4201,Simulated
2022-10-02,Moldova,761,448,6872,Simulated
2022-10-03,Poland,442,90,1453,Simulated
2022-10-03,Germany,783,271,1806,Simulated
2022-10-03,Romania,898,217,7623,Simulated
2022-10-03,Moldova,544,281,3693,Simulated
2022-10-04,Poland,629,262,9462,Simulated
2022-10-04,Germany,483,366,7518,Simulated
2022-10-04,Romania,574,30,4843,Simulated
2022-10-04,Moldova,668,142,6780,Simulated
2022-10-05,Poland,823,26,2124,Simulated
2022-10-05,Germany,864,233,8465,Simulated
2022-10-05,Romania,316,313,9365,Simulated
2022-10-05,Moldova,841,33,7040,Simulated
2022-10-06,Poland,568,211,2033,Simulated
2022-10-06,Germany,510,342,161,Simulated
2022-10-06,Romania,995,488,7239,Simulated
2022-10-06,Moldova,614,400,8342,Simulated
2022-10-07,Poland,138,198,4185,Simulated
2022-10-07,Germany,659,122,1280,Simulated
2022-10-07,Romania,407,101,9564,Simulated
2022-10-07,Moldova,263,41,6075,Simulated
2022-10-08,Poland,112,17,6494,Simulated
2022-10-08,Germany,204,437,6816,Simulated
2022-10-08,Romania,609,138,796,Simulated
2022-10-08,Moldova,456,151,8776,Simulated
2022-10-09,Poland,205,67,7266,Simulated
2022-10-09,Germany,358,187,5493,Simulated
2022-10-09,Romania,747,413,703,Simulated
2022-10-09,Moldova,243,470,3229,Simulated
2022-10-10,Poland,614,77,5496,Simulated
2022-10-10,Germany,394,187,1628,Simulated
2022-10-10,Romania,972,497,1019,Simulated
2022-10-10,Moldova,858,398,7454,Simulated
2022-10-11,Poland,685,67,2897,Simulated
2022-10-11,Germany,752,404,9262,Simulated
2022-10-11,Romania,655,490,8162,Simulated
2022-10-11,Moldova,306,152,3076,Simulated
2022-10-12,Poland,319,12,7828,Simulated
2022-10-12,Germany,135,135,5003,Simulated
2022-10-12,Romania,261,140,4401,Simulated
2022-10-12,Moldova,292,333,6022,Simulated
2022-10-13,Poland,358,379,672,Simulated
2022-10-13,Germany,350,317,7618,Simulated
2022-10-13,Romania,257,237,2955,Simulated
2022-10-13,Moldova,718,456,2346,Simulated
2022-10-14,Poland,938,15,2226,Simulated
2022-10-14,Germany,227,314,8211,Simulated
2022-10-14,Romania,532,137,5066,Simulated
2022-10-14,Moldova,120,4,1735,Simulated
2022-10-15,Poland,104,113,7796,Simulated
2022-10-15,Germany,230,414,8470,Simulated
2022-10-15,Romania,873,422,4384,Simulated
2022-10-15,Moldova,236,67,7355,Simulated
2022-10-16,Poland,710,391,5,Simulated
2022-10-16,Germany,403,352,5760,Simulated
2022-10-16,Romania,585,341,8864,Simulated
2022-10-16,Moldova,899,209,3177,Simulated
2022-10-17,Poland,753,399,8673,Simulated
2022-10-17,Germany,442,214,9680,Simulated
2022-10-17,Romania,313,223,2302,Simulated
2022-10-17,Moldova,804,475,9615,Simulated
2022-10-18,Poland,790,245,8196,Simulated
2022-10-18,Germany,392,291,2032,Simulated
2022-10-18,Romania,900,370,406,Simulated
2022-10-18,Moldova,724,419,7564,Simulated
2022-10-19,Poland,436,48,7668,Simulated
2022-10-19,Germany,572,13,3983,Simulated
2022-10-19,Romania,804,194,9555,Simulated
2022-10-19,Moldova,260,493,7524,Simulated
2022-10-20,Poland,710,15,3551,Simulated
2022-10-20,Germany,607,75,7814,Simulated
2022-10-20,Romania,953,499,7293,Simulated
2022-10-20,Moldova,215,19,2328,Simulated
2022-10-21,Poland,835,256,1976,Simulated
2022-10-21,Germany,257,403,1314,Simulated
2022-10-21,Romania,726,421,4765,Simulated
2022-10-21,Moldova,265,109,6460,Simulated
2022-10-22,Poland,491,272,7542,Simulated
2022-10-22,Germany,989,136,3360,Simulated
2022-10-22,Romania,198,354,3553,Simulated
2022-10-22,Moldova,502,396,5990,Simulated
2022-10-23,Poland,619,391,1151,Simulated
2022-10-23,Germany,183,188,5954,Simulated
2022-10-23,Romania,601,126,4176,Simulated
2022-10-23,Moldova,489,253,9546,Simulated
2022-10-24,Poland,770,159,8259,Simulated
2022-10-24,Germany,532,397,9714,Simulated
2022-10-24,Romania,456,478,590,Simulated
2022-10-24,Moldova,189,137,7250,Simulated
2022-10-25,Poland,960,386,6648,Simulated
2022-10-25,Germany,754,413,5540,Simulated
2022-10-25,Romania,340,337,6249,Simulated
2022-10-25,Moldova,389,297,9399,Simulated
2022-10-26,Poland,514,21,1511,Simulated
2022-10-26,Germany,845,234,6464,Simulated
2022-10-26,Romania,985,10,4838,Simulated
2022-10-26,Moldova,747,101,3458,Simulated
2022-10-27,Poland,212,430,5545,Simulated
2022-10-27,Germany,141,315,4689,Simulated
2022-10-27,Romania,293,434,1295,Simulated
2022-10-27,Moldova,617,497,5853,Simulated
2022-10-28,Poland,254,199,5447,Simulated
2022-10-28,Germany,511,375,5279,Simulated
2022-10-28,Romania,785,343,9607,Simulated
2022-10-28,Moldova,773,484,7961,Simulated
2022-10-29,Poland,413,225,101,Simulated
2022-10-29,Germany,430,11,7098,Simulated
2022-10-29,Romania,947,347,4427,Simulated
2022-10-29,Moldova,757,181,2697,Simulated
2022-10-30,Poland,167,316,1767,Simulated
2022-10-30,Germany,162,26,3487,Simulated
2022-10-30,Romania,483,390,9994,Simulated
2022-10-30,Moldova,110,431,6890,Simulated
2022-10-31,Poland,713,424,3694,Simulated
2022-10-31,Germany,501,73,3794,Simulated
2022-10-31,Romania,882,234,9067,Simulated
2022-10-31,Moldova,853,417,5572,Simulated
2022-11-01,Poland,319,189,9489,Simulated
2022-11-01,Germany,877,129,7946,Simulated
2022-11-01,Romania,462,178,8307,Simulated
2022-11-01,Moldova,947,175,9496,Simulated
2022-11-02,Poland,332,367,4928,Simulated
2022-11-02,Germany,658,438,2729,Simulated
2022-11-02,Romania,498,330,4236,Simulated
2022-11-02,Moldova,457,150,958,Simulated
2022-11-03,Poland,937,276,2030,Simulated
2022-11-03,Germany,613,209,794,Simulated
2022-11-03,Romania,606,117,2084,Simulated
2022-11-03,Moldova,680,20,4000,Simulated
2022-11-04,Poland,512,189,3528,Simulated
2022-11-04,Germany,844,396,904,Simulated
2022-11-04,Romania,636,322,6063,Simulated
2022-11-04,Moldova,880,410,936,Simulated
2022-11-05,Poland,198,201,7395,Simulated
2022-11-05,Germany,548,47,4667,Simulated
2022-11-05,Romania,688,188,7677,Simulated
2022-11-05,Moldova,361,180,7760,Simulated
2022-11-06,Poland,539,302,8884,Simulated
2022-11-06,Germany,375,3,7146,Simulated
2022-11-06,Romania,412,9,6427,Simulated
2022-11-06,Moldova,505,250,7956,Simulated
2022-11-07,Poland,483,255,8681,Simulated
2022-11-07,Germany,593,440,4534,Simulated
2022-11-07,Romania,618,296,3063,Simulated
2022-11-07,Moldova,657,222,7672,Simulated
2022-11-08,Poland,235,330,3224,Simulated
2022-11-08,Germany,139,353,6746,Simulated
2022-11-08,Romania,336,215,898,Simulated
2022-11-08,Moldova,771,34,5437,Simulated
2022-11-09,Poland,650,58,5266,Simulated
2022-11-09,Germany,942,412,1696,Simulated
2022-11-09,Romania,947,466,941,Simulated
2022-11-09,Moldova,255,27,2967,Simulated
2022-11-10,Poland,485,34,3958,Simulated
2022-11-10,Germany,484,432,4420,Simulated
2022-11-10,Romania,979,266,1525,Simulated
2022-11-10,Moldova,612,301,9730,Simulated
2022-11-11,Poland,640,459,1236,Simulated
2022-11-11,Germany,632,427,8796,Simulated
2022-11-11,Romania,984,116,8195,Simulated
2022-11-11,Moldova,587,411,4568,Simulated
2022-11-12,Poland,149,302,9141,Simulated
2022-11-12,Germany,502,490,7596,Simulated
2022-11-12,Romania,212,220,7837,Simulated
2022-11-12,Moldova,827,470,174,Simulated
2022-11-13,Poland,768,152,8843,Simulated
2022-11-13,Germany,456,146,5827,Simulated
2022-11-13,Romania,583,493,685,Simulated
2022-11-13,Moldova,785,436,3632,Simulated
2022-11-14,Poland,258,188,6628,Simulated
2022-11-14,Germany,103,333,7151,Simulated
2022-11-14,Romania,714,284,1508,Simulated
2022-11-14,Moldova,130,494,1886,Simulated
2022-11-15,Poland,699,117,2701,Simulated
2022-11-15,Germany,203,36,2290,Simulated
